Scientific Name,Common Name,Duration,Habit,Sun,Water,State Code
Amelanchier arborea,"Common Serviceberry, Downy Serviceberry, Shadbush, Juneberry, Junebush, Shadblow, Sarvis",Perennial,Tree,"Sun, Shade, Part-shade",Dry,MS
Amsonia tabernaemontana,"Eastern Bluestar, Blue Dogbane, Willow Amsonia, Woodland Bluestar",Perennial,Herb,Part-shade,Wet,MS
Andropogon gerardii,"Big Bluestem, Tall Bluestem, Turkeyfoot",Perennial,Grass/Grass-like,"Sun, Part-shade",Moist,MS
Aquilegia canadensis,"Eastern Red Columbine, Wild Red Columbine",Perennial,Herb,"Shade, Part-shade","Moist, Dry",MS
Aralia spinosa,"Devil's Walking Stick, Hercules Club, Angelica Tree, Pigeon Tree, Shotbush, Prickly Elder, Prickly Ash",Perennial,Tree,Part-shade,Moist,MS
Aronia arbutifolia,"Red Chokeberry, Red Chokecherry",Perennial,Shrub,Sun,Moist,MS
Asclepias lanceolata,"Fewflower Milkweed, Few-flower Milkweed, Red Milkweed",Perennial,Herb,Sun,Wet,MS
Asclepias tuberosa,"Butterflyweed, Butterfly Weed, Butterfly Milkweed, Orange Milkweed, Pleurisy Root, Chigger Flower, Chiggerweed",Perennial,Herb,Sun,"Moist, Dry",MS
Asimina parviflora,"Smallflower Pawpaw, Small-flower Pawpaw, Dwarf Pawpaw",Perennial,Shrub,Part-shade,,MS
Asimina triloba,"Pawpaw, Common Pawpaw, Custard Apple, Indian Banana, Wild Banana",Perennial,Tree,"Sun, Shade, Part-shade",Moist,MS
Asplenium platyneuron,Ebony Spleenwort,Perennial,Fern,"Shade, Part-shade",Moist,MS
Athyrium filix-femina,"Common Lady Fern, Subarctic Lady Fern, Lady Fern, Ladyfern",Perennial,"Herb, Fern","Shade, Part-shade","Wet, Moist",MS
Betula nigra,"River Birch, Red Birch, Black Birch, Water Birch",Perennial,Tree,Part-shade,Moist,MS
Bignonia capreolata,Crossvine,Perennial,Vine,"Sun, Part-shade","Moist, Dry",MS
Bouteloua curtipendula,"Sideoats Grama, Banderilla, Banderita, Navajita",Perennial,Grass/Grass-like,"Sun, Part-shade","Moist, Dry",MS
Callicarpa americana,"American Beautyberry , French Mulberry",Perennial,Shrub,Part-shade,Moist,MS
Callirhoe papaver,"Woodland Poppymallow, Woodland Poppy-mallow, Woodland Poppy Mallow",Perennial,Herb,,,MS
Calycanthus floridus,"Eastern Sweetshrub, Carolina Allspice, Sweet Shrub",Perennial,Shrub,Part-shade,Moist,MS
Campsis radicans,"Trumpet Creeper, Trumpet Vine, Common Trumpet Creeper, Cow Vine, Foxglove Vine, Hellvine, Devil's Shoestring",Perennial,Vine,Sun,"Moist, Dry",MS
Carpinus caroliniana,"American Hornbeam, Blue Beech, Water Beech, Musclewood, Ironwood",Perennial,Tree,"Shade, Part-shade",Moist,MS
Carya glabra,"Pignut Hickory, Sweet Pignut Hickory, Coast Pignut Hickory, Pignut, Sweet Pignut, Smoothbark Hickory, Broom Hickory, Red Hickory, Swamp Hickory, Switch Hickory, Switchbud Hickory",Perennial,Tree,"Sun, Shade, Part-shade",Dry,MS
Carya illinoinensis,Pecan,Perennial,Tree,Sun,Moist,MS
Catalpa bignonioides,"Southern Catalpa, Cigar Tree, Indian Bean",Perennial,Tree,Part-shade,Wet,MS
Cercis canadensis,"Eastern Redbud, Redbud",Perennial,Tree,"Shade, Part-shade",Moist,MS
Chionanthus virginicus,"White Fringetree, Fringe Tree, Snowflower Tree, Flowering Ash, Old Man's Beard, Grandfather Graybeard, Grancy Graybeard",Perennial,Tree,Part-shade,Moist,MS
Cliftonia monophylla,"Buckwheat Tree, Buckwheat Bush",Perennial,Shrub,Sun,Wet,MS
Commelina erecta,"Dayflower, Widow's Tears, White-mouth Dayflower, Whitemouth Dayflower",Perennial,Herb,Part-shade,Dry,MS
Conoclinium coelestinum,"Blue Mistflower, Wild Ageratum, Blue Boneset",Perennial,Herb,"Sun, Part-shade",Moist,MS
Coreopsis lanceolata,"Lanceleaf Coreopsis, Lance-leaved Coreopsis, Lanceleaf Tickseed, Sand Coreopsis",Perennial,Herb,"Sun, Shade, Part-shade",Dry,MS
Coreopsis tinctoria,"Plains Coreopsis, Golden Tickseed, Goldenwave, Calliopsis",Annual,Herb,"Sun, Part-shade",Moist,MS
Cornus drummondii,"Roughleaf Dogwood, Drummond's Dogwood, Rough-leaf Dogwood",Perennial,Tree,"Shade, Part-shade","Moist, Dry",MS
Cornus florida,"Flowering Dogwood, Virginia Dogwood, Florida Dogwood, White Cornel, Arrowwood, American Boxwood, False Box, St. Peter's Crown, Corona De San Pedro",Perennial,Tree,"Shade, Part-shade","Moist, Dry",MS
Crataegus opaca,"Mayhaw, Western Mayhaw, May Hawthorn, Riverflat Hawthorn, Applehaw, May Haw",Perennial,Tree,Part-shade,Wet,MS
Crinum americanum,"American Crinum Lily, Seven Sisters, Swamp Lily, Southern Swamp Lily, String Lily, Crinum Lily",Perennial,Shrub,Part-shade,Wet,MS
Cyrilla racemiflora,"Titi, Swamp Titi, Black Titi, White Titi, Red Titi, Leatherwood, Swamp Cyrilla, American Cyrilla, Burnwood Bark, Palo Colorado",Perennial,Tree,Part-shade,Wet,MS
Delphinium carolinianum,"Prairie Larkspur, Carolina Larkspur, Blue Larkspur",Perennial,Herb,Part-shade,Dry,MS
Diospyros virginiana,"Common Persimmon, Eastern Persimmon, Possumwood, Date Plum, Winter Plum, Jove's Fruit",Perennial,Tree,Part-shade,Dry,MS
Dracopis amplexicaulis,"Clasping Coneflower, Clasping-leaf Coneflower",Annual,Herb,Part-shade,Moist,MS
Echinacea pallida,"Pale Purple Coneflower, Pale Coneflower",Perennial,Herb,Sun,"Moist, Dry",MS
Echinacea purpurea,"Eastern Purple Coneflower, Purple Coneflower",Perennial,Herb,"Sun, Part-shade",Dry,MS
Eutrochium fistulosum,"Joe-pye Weed, Trumpetweed, Queen Of The Meadow, Hollow Joe-pye Weed",Perennial,Herb,Sun,"Moist, Dry",MS
Fagus grandifolia,"American Beech, White Beech, Red Beech, Ridge Beech, Beechnut Tree",Perennial,Tree,"Shade, Part-shade",Moist,MS
Forestiera acuminata,"Eastern Swamp Privet, Swamp Privet, Texas Privet",Perennial,Shrub,Part-shade,Wet,MS
Fothergilla major,"Mountain Witchalder, Mountain Witch-alder, Large Fothergilla",Perennial,Shrub,"Sun, Part-shade",Moist,MS
Frangula caroliniana,"Carolina Buckthorn, Carolina False Buckthorn, Yellow Buckthorn, Indian Cherry, Yellowwood",Perennial,Tree,Part-shade,Moist,MS
Fraxinus pennsylvanica,"Green Ash, Red Ash, Swamp Ash, River Ash, Water Ash, Darlington Ash",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist, Dry",MS
Gaillardia pulchella,"Indian Blanket, Firewheel, Girasol Rojo",Annual,Herb,"Sun, Part-shade",Dry,MS
Gaylussacia dumosa,Dwarf Huckleberry,Perennial,Shrub,Part-shade,,MS
Gelsemium sempervirens,"Carolina Jessamine, Yellow Jessamine, Evening Trumpetflower, Poor Man's Rope",Perennial,Vine,"Sun, Part-shade",Moist,MS
Gentiana saponaria,"Harvestbells, Soapwort Gentian",Perennial,Herb,Part-shade,,MS
Glandularia canadensis,"Rose Vervain, Sweet William, Rose Mock Vervain",Perennial,Herb,Part-shade,Moist,MS
Gleditsia triacanthos,"Honey Locust, Common Honey Locust, Thorny Common Honey Locust, Honey Shucks Locust, Sweet Locust, Thorny Locust, Honey Shucks, Sweet Bean Tree",Perennial,Tree,Part-shade,Moist,MS
Gordonia lasianthus,"Gordonia, Loblolly Bay",Perennial,Shrub,Sun,Moist,MS
Halesia diptera,"Two-wing Silverbell, Two-winged Silverbell, Silverbell, American Snowdrop Tree, Snowdrop Tree, Snowbell, Cowlicks",Perennial,"Shrub, Tree",Part-shade,Dry,MS
Hamamelis virginiana,"Witch-hazel, American Witch-hazel, Common Witch-hazel, Winterbloom, Snapping Hazelnut, Striped Alder, Spotted Alder, Tobacco-wood, Water-witch",Perennial,Tree,"Shade, Part-shade","Moist, Dry",MS
Helianthus angustifolius,"Swamp Sunflower, Narrowleaf Sunflower, Narrow-leaved Sunflower",Perennial,Herb,Part-shade,Wet,MS
Hibiscus coccineus,"Scarlet Rosemallow, Crimson Rosemallow, Wild Red Mallow, Texas Star Hibiscus",Perennial,Herb,Sun,Wet,MS
Hydrangea arborescens,"Smooth Hydrangea, Wild Hydrangea, Sevenbark",Perennial,Shrub,Part-shade,Moist,MS
Hydrangea quercifolia,"Oakleaf Hydrangea, Oak-leaf Hydrangea",Perennial,Shrub,Shade,Moist,MS
Hypericum hypericoides ssp. hypericoides,St. Andrew's-cross,Perennial,Shrub,Part-shade,,MS
Ilex decidua,"Possumhaw, Possumhaw Holly, Deciduous Holly, Meadow Holly, Prairie Holly, Swamp Holly, Welk Holly, Deciduous Yaupon, Bearberry, Winterberry",Perennial,Shrub,"Sun, Part-shade",Moist,MS
Ilex opaca,"American Holly, White Holly, Prickly Holly, Evergreen Holly, Christmas Holly, Yule Holly",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Dry",MS
Ilex vomitoria,"Yaupon, Yaupon Holly, Cassina",Perennial,"Shrub, Tree","Sun, Shade, Part-shade","Moist, Dry",MS
Ipomopsis rubra,"Standing Cypress, Texas Plume, Red Texas Star, Red Gilia",Biennial,Herb,"Sun, Part-shade",Dry,MS
Iris brevicaulis,Zigzag Iris,Perennial,Herb,"Sun, Shade, Part-shade","Wet, Moist",MS
Iris fulva,"Copper Iris, Red Iris",Perennial,Herb,"Sun, Part-shade","Wet, Moist",MS
Iris giganticaerulea,"Giant Blue Iris, Blue Flag",Perennial,Herb,Part-shade,Wet,MS
Iris virginica,"Virginia Iris, Great Blue Flag, Southern Blue Flag",Perennial,Herb,Sun,Wet,MS
Itea virginica,"Virginia Sweetspire, Tassel-white, Virginia Willow",Perennial,Shrub,Part-shade,Moist,MS
Juglans nigra,"Black Walnut, Eastern Black Walnut, American Black Walnut",Perennial,Tree,"Sun, Part-shade",Moist,MS
Juniperus virginiana,"Eastern Red Cedar, Eastern Redcedar, Virginia Juniper, Red Juniper, Pencil Cedar, Carolina Cedar, Red Savin",Perennial,Tree,"Sun, Shade, Part-shade",Dry,MS
Kosteletzkya virginica,"Virginia Saltmarsh Mallow, Virginia Fen-rose, Saltmarsh Mallow, Seashore Mallow",Perennial,Subshrub,Sun,Moist,MS
Leucothoe axillaris,"Coastal Doghobble, Coast Leucothoe",Perennial,Shrub,"Shade, Part-shade",Moist,MS
Liatris elegans,"Pink-scale Blazing Star, Pink-scale Gayfeather, Pink-scale Liatris",Perennial,Herb,Sun,Dry,MS
Liatris pycnostachya,"Prairie Blazing Star, Prairie Gayfeather, Prairie Liatris, Kansas Blazing Star, Kansas Gayfeather, Kansas Liatris, Cat-tail Blazing Star, Cat-tail Gayfeather, Cat-tail Liatris, Hairy Button-snakeroot",Perennial,Herb,Sun,"Moist, Dry",MS
Liatris squarrosa,"Scaly Blazing Star, Scaly Gayfeather, Scaly Liatris",Perennial,Herb,Sun,Dry,MS
Lilium michauxii,Carolina Lily,Perennial,Herb,Part-shade,"Moist, Dry",MS
Lindera benzoin,"Northern Spicebush, Spicebush, Wild Allspice",Perennial,Shrub,"Sun, Shade, Part-shade","Wet, Moist, Dry",MS
Liquidambar styraciflua,"Sweetgum, American Sweetgum, Red Gum, White Gum, Star-leaved Gum, Starleaf Gum, Alligator Tree, Satin Walnut, Bilsted, Liquidambar",Perennial,Tree,Part-shade,Moist,MS
Lobelia cardinalis,Cardinal Flower,Perennial,Herb,"Sun, Shade, Part-shade","Wet, Moist",MS
Lobelia siphilitica,Great Blue Lobelia,Perennial,Herb,"Sun, Shade, Part-shade","Wet, Moist",MS
Lonicera sempervirens,"Coral Honeysuckle, Trumpet Honeysuckle, Woodbine",Perennial,Vine,"Sun, Part-shade",Moist,MS
Magnolia grandiflora,"Southern Magnolia, Evergreen Magnolia, Loblolly Magnolia, Great Laurel Magnolia, Big Laurel, Bull Bay",Perennial,Tree,Part-shade,Dry,MS
Malus angustifolia,"Southern Crabapple, Narrowleaf Crabapple, Wild Crabapple, Southern Crab, Narrowleaf Crab, Wild Crab",Perennial,Tree,Part-shade,Moist,MS
Monarda citriodora,"Lemon Beebalm, Purple Horsemint, Lemon Mint, Plains Horsemint, Lemon Horsemint, Horsemint, Purple Lemon Mint",Annual,Herb,"Sun, Part-shade",Dry,MS
Monarda fistulosa,"Wild Bergamot, Beebalm",Perennial,Herb,"Sun, Part-shade","Moist, Dry",MS
Monarda punctata,"Spotted Beebalm, Spotted Horsemint, Horsemint",Perennial,Herb,Sun,Dry,MS
Morella cerifera,"Wax Myrtle , Southern Wax Myrtle, Southern Bayberry, Eastern Bayberry, Bayberry, Candleberry, Tallow Shrub",Perennial,Shrub,"Sun, Part-shade","Wet, Moist",MS
Oenothera speciosa,"Pink Evening Primrose, Showy Evening Primrose, Mexican Evening Primrose, Showy Primrose, Pink Ladies, Buttercups, Pink Buttercups",Perennial,Herb,Sun,"Moist, Dry",MS
Osmanthus americanus,"American Olive, Devilwood, Wild Olive",Perennial,Tree,Part-shade,Moist,MS
Osmunda regalis,Royal Fern,Perennial,"Herb, Fern","Shade, Part-shade","Wet, Moist",MS
Ostrya virginiana,"Eastern Hop-hornbeam, American Hop-hornbeam, Woolly Hop-hornbean, Eastern Ironwood, Roughbark Ironwood, Ironwood, Deerwood, Leverwood",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",MS
Oxydendrum arboreum,"Sourwood, Sorrel Tree",Perennial,Tree,Part-shade,,MS
Panicum virgatum,"Switchgrass, Wand Panic Grass",Perennial,Grass/Grass-like,"Sun, Part-shade","Moist, Dry",MS
Parthenocissus quinquefolia,Virginia Creeper,Perennial,Vine,"Sun, Shade, Part-shade",Moist,MS
Penstemon digitalis,"Mississippi Penstemon, Mississippi Beardtongue, Smooth White Penstemon, Smooth White Beardtongue, Talus Slope Penstemon, Talus Slope Beardtongue, Foxglove Penstemon, Foxglove Beardtongue",Perennial,Herb,"Sun, Part-shade","Wet, Moist, Dry",MS
Phlox divaricata,"Wild Blue Phlox, Louisiana Phlox, Blue Woodland Phlox, Sweet William, Wild Sweet William",Perennial,Herb,"Shade, Part-shade",Moist,MS
Phlox pilosa,"Downy Phlox, Prairie Phlox, Fragrant Phlox",Perennial,Herb,"Sun, Part-shade",Dry,MS
Pinus echinata,"Shortleaf Pine, Shortleaf Yellow Pine, Southern Yellow Pine, Yellow Pine, Shortstraw Pine, Arkansas Pine, Longtag Pine, Spruce Pine, Oldfield Pine, Arkansas Soft Pine",Perennial,Tree,Part-shade,Dry,MS
Pinus elliottii,Slash Pine,Perennial,Tree,Part-shade,Moist,MS
Pinus glabra,Spruce Pine,Perennial,Tree,Part-shade,Moist,MS
Pinus palustris,"Longleaf Pine, Georgia Pine, Longleaf Yellow Pine, Southern Yellow Pine, Longstraw Pine, Hill Pine, Hard Pine, Heart Pine",Perennial,Tree,Sun,Dry,MS
Pinus taeda,"Loblolly Pine, Oldfield Pine, Bull Pine, Rosemary Pine",Perennial,Tree,Part-shade,Dry,MS
Platanus occidentalis,"American Sycamore, Eastern Sycamore, American Plane Tree, Plane Tree, Buttonwood, Buttonball Tree",Perennial,Tree,"Sun, Shade, Part-shade",Moist,MS
Polystichum acrostichoides,Christmas Fern,Perennial,Fern,"Shade, Part-shade",Moist,MS
Prunus angustifolia,"Chickasaw Plum, Sandhill Plum",Perennial,Tree,"Sun, Part-shade",Dry,MS
Prunus mexicana,"Mexican Plum, Bigtree Plum, Inch Plum",Perennial,Tree,"Sun, Part-shade","Moist, Dry",MS
Prunus serotina,"Black Cherry, Wild Black Cherry, Rum Cherry",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",MS
Quercus alba,"White Oak, Northern White Oak, Eastern White Oak, Stave Oak, Ridge White Oak, Forked-leaf White Oak",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",MS
Quercus falcata,"Southern Red Oak, Bottomland Red Oak, Three-lobed Red Oak, Spanish Oak",Perennial,Tree,Part-shade,Dry,MS
Quercus nigra,"Water Oak, Possum Oak, Duck Oak, Punk Oak, Spotted Oak",Perennial,Tree,Part-shade,Wet,MS
Quercus phellos,"Willow Oak, Swamp Willow Oak, Pin Oak, Peach Oak",Perennial,Tree,Part-shade,Moist,MS
Quercus shumardii,"Shumard Oak, Shumard's Oak, Shumard Red Oak, Southern Red Oak, Swamp Red Oak, Spotted Oak",Perennial,Tree,"Sun, Part-shade","Moist, Dry",MS
Quercus stellata,"Post Oak, Iron Oak, Cross Oak",Perennial,Tree,Part-shade,Dry,MS
Quercus virginiana,"Coastal Live Oak, Southern Live Oak, Virginia Live Oak, Live Oak, Encino",Perennial,Tree,"Sun, Part-shade",Moist,MS
Ratibida columnifera,"Mexican Hat, Red-spike Mexican Hat, Upright Prairie Coneflower, Prairie Coneflower, Long-headed Coneflower, Thimbleflower",Perennial,Herb,Sun,"Moist, Dry",MS
Rhododendron austrinum,"Orange Azalea, Florida Azalea, Yellow Azalea",Perennial,Shrub,Part-shade,Dry,MS
Rhododendron canescens,"Mountain Azalea, Wild Azalea, Honeysuckle Azalea, Piedmont Azalea, Sweet Azalea, Hoary Azalea, Southern Pinxterflower",Perennial,Shrub,Part-shade,Dry,MS
Rhus glabra,Smooth Sumac,Perennial,Shrub,"Sun, Shade, Part-shade",Dry,MS
Robinia pseudoacacia,Black Locust,Perennial,Tree,Sun,"Moist, Dry",MS
Rudbeckia hirta,"Black-eyed Susan, Common Black-eyed Susan, Brown-eyed Susan, Blackeyed Susan","Annual, Biennial, Perennial",Herb,Sun,"Moist, Dry",MS
Rudbeckia laciniata,"Green-headed Coneflower, Greenhead Coneflower, Cutleaf Coneflower, Wild Goldenglow, Sochan",Perennial,Herb,"Sun, Shade, Part-shade",Moist,MS
Salvia azurea,"Pitcher Sage, Big Blue Sage, Azure Sage, Giant Blue Sage, Blue Sage",Perennial,Herb,Part-shade,Dry,MS
Sambucus nigra ssp. canadensis,"Common Elderberry, Black Elder, Mexican Elderberry, Common Elder, Elderberry, Tapiro, Sauco",Perennial,Shrub,Part-shade,Wet,MS
Sassafras albidum,"Sassafras, White Sassafras, Ague Tree, Cinnamon Wood, Mitten Tree, Saloop, Smelling Stick",Perennial,Tree,"Sun, Shade, Part-shade",Moist,MS
Spartina patens,"Saltmeadow Cordgrass, Salt-meadow Cordgrass, Marsh-hay Cordgrass",Perennial,Grass/Grass-like,Sun,Wet,MS
Spigelia marilandica,"Woodland Pinkroot, Pinkroot, Indian Pink",Perennial,Herb,Part-shade,Dry,MS
Stewartia malacodendron,"Silky Camellia, Virginia Stewartia, Round-fruited Stewartia",Perennial,Shrub,Shade,,MS
Stokesia laevis,Stokes Aster,Perennial,Herb,"Sun, Part-shade",Moist,MS
Symphoricarpos orbiculatus,"Coralberry, Indian Currant, Buckbrush",Perennial,Shrub,"Shade, Part-shade","Moist, Dry",MS
Taxodium distichum,"Bald Cypress, Baldcypress, Common Bald Cypress, Southern Bald Cypress, Deciduous Cypress, Southern Cypress, Swamp Cypress, Red Cypress, White Cypress, Yellow Cypress, Gulf Cypress, Tidewater Red Cypress",Perennial,Tree,"Sun, Part-shade",Moist,MS
Tilia americana,"American Basswood, American Linden, Lime Tree, Bee Tree",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",MS
Trifolium reflexum,Buffalo Clover,Annual,Herb,Sun,Dry,MS
Ulmus alata,"Winged Elm, Wahoo Elm, Cork Elm, Witch Elm",Perennial,Tree,Part-shade,Dry,MS
Ulmus americana,"American Elm, White Elm, Soft Elm, Water Elm, Common Elm",Perennial,Tree,"Sun, Part-shade",Moist,MS
Ulmus crassifolia,"Cedar Elm, Fall Elm, Basket Elm, Scrub Elm, Lime Elm, Texas Elm, Southern Rock Elm, Olmo",Perennial,Tree,Part-shade,Moist,MS
Vaccinium arboreum,"Farkleberry, Tree Sparkleberry, Sparkleberry, Winter Huckleberry, Huckleberry",Perennial,Tree,Part-shade,Dry,MS
Viola pedata,"Birdfoot Violet, Bird's-foot Violet, Bird-foot Violet",Perennial,Herb,"Shade, Part-shade",Dry,MS
Wisteria frutescens,"American Wisteria, Texas Wisteria, Kentucky Wisteria",Perennial,Vine,"Sun, Shade, Part-shade",Moist,MS
Yucca aloifolia,"Spanish Dagger, Spanish Bayonet, Aloe Yucca",Perennial,Cactus/Succulent,Sun,Dry,MS
Abies grandis,"Grand Fir, Giant Fir",Perennial,Tree,"Shade, Part-shade","Moist, Dry",MT
Abies lasiocarpa,Subalpine Fir,Perennial,Tree,"Sun, Shade, Part-shade",Moist,MT
Acer glabrum,Rocky Mountain Maple,Perennial,Tree,Sun,,MT
Acer grandidentatum,"Bigtooth Maple, Big-toothed Maple, Uvalde Bigtooth Maple, Southwestern Bigtooth Maple, Canyon Maple, Sabinal Maple, Western Sugar Maple",Perennial,"Shrub, Tree",Sun,Moist,MT
Achillea millefolium,"Common Yarrow, Western Yarrow, Yarrow, Milfoil",Perennial,Herb,"Sun, Part-shade",Dry,MT
Achnatherum hymenoides,"Indian Ricegrass, Indian Millet, Sandgrass",Perennial,Grass/Grass-like,Sun,Dry,MT
Actaea rubra,Red Baneberry,Perennial,Herb,"Sun, Shade, Part-shade",Moist,MT
Alnus incana ssp. tenuifolia,Thinleaf Alder,Perennial,Tree,Sun,Moist,MT
Amelanchier alnifolia,"Saskatoon Serviceberry, Western Serviceberry, Juneberry",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry",MT
Anaphalis margaritacea,"Western Pearly Everlasting, Pearly-everlasting",Perennial,Herb,"Sun, Part-shade",Dry,MT
Andropogon gerardii,"Big Bluestem, Tall Bluestem, Turkeyfoot",Perennial,Grass/Grass-like,"Sun, Part-shade",Moist,MT
Andropogon hallii,Sand Bluestem,Perennial,Grass/Grass-like,Sun,,MT
Anemone canadensis,"Canadian Anemone, Round-leaf Thimbleweed, Canada Anemone, Windflower, Meadow Anemone",Perennial,Herb,"Shade, Part-shade",Moist,MT
Aquilegia coerulea,"Colorado Blue Columbine, Rocky Mountain Columbine",Perennial,Herb,Shade,Moist,MT
Aquilegia flavescens,"Yellow Mountain Columbine, Yellow Columbine, Golden Columbine",Perennial,Herb,Part-shade,Moist,MT
Aquilegia formosa,"Western Columbine, Crimson Columbine, Scarlet Columbine, Red Columbine",Perennial,Herb,"Sun, Part-shade","Moist, Dry",MT
Aquilegia jonesii,"Jones' Columbine, Blue Limestone Columbine",Perennial,Herb,Part-shade,Moist,MT
Arctostaphylos uva-ursi,"Kinnikinnick, Red Bearberry, Kinnikinnik",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry",MT
Arnica cordifolia,"Heartleaf Arnica, Heart-leaf Leopardbane",Perennial,Herb,Part-shade,Moist,MT
Artemisia frigida,"Prairie Sagewort, Prairie Sagebrush, Fringed Sage, Pasture Sage",Perennial,Subshrub,Sun,Dry,MT
Artemisia tridentata,"Big Sagebrush, Great Basin Sagebrush",Perennial,Shrub,Sun,Dry,MT
Asclepias incarnata,"Swamp Milkweed, Pink Milkweed",Perennial,Herb,"Sun, Part-shade","Wet, Moist",MT
Atriplex canescens,"Chamiso, Four-wing Saltbush, Wing-scale",Perennial,Shrub,Part-shade,Dry,MT
Atriplex confertifolia,"Shadscale, Spiny Saltbush, Shadscale Saltbush, Hop Sage",Perennial,Subshrub,Sun,Dry,MT
Balsamorhiza hookeri,"Hooker's Balsamroot, Hairy Balsamroot",Perennial,Herb,Sun,Dry,MT
Balsamorhiza sagittata,"Arrowleaf Balsamroot, Arrow-leaf Balsamroot",Perennial,Herb,Sun,Moist,MT
Betula occidentalis,"Water Birch, Mountain Birch",Perennial,Tree,"Sun, Shade, Part-shade",Moist,MT
Betula papyrifera,"Paper Birch, Canoe Birch, White Birch",Perennial,Tree,"Sun, Shade, Part-shade",Moist,MT
Bouteloua curtipendula,"Sideoats Grama, Banderilla, Banderita, Navajita",Perennial,Grass/Grass-like,"Sun, Part-shade","Moist, Dry",MT
Bouteloua dactyloides,"Buffalograss, Buffalo Grass",Perennial,Grass/Grass-like,Sun,Dry,MT
Bouteloua gracilis,Blue Grama,Perennial,Grass/Grass-like,Sun,Dry,MT
Campanula rotundifolia,"Bluebell Bellflower, Bluebell Of Scotland, Bluebell, Harebell, Witches' Thimble",Perennial,Herb,"Sun, Shade, Part-shade",Dry,MT
Ceanothus velutinus,"Snowbrush, Snowbrush Ceanothus, Tobacco-brush, Mountain Balm, Buckbrush",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry",MT
